                     60     3626.0    0.267     0.022     2.520     4    1
                     61      752.6    0.194     0.058     0.290     4    1
                     62     1248.6    0.170     0.059     0.200     3    1
                     63     2568.2    0.290     0.048     0.340     3    1
                     64     9833.4    0.387     0.085     0.820     4    1
                     65     1043.8    0.241     0.030     0.940     4    1
                     66     2613.2    0.336     0.089     0.320     2    1
                     67      434.8    0.300     0.064     0.458     3    1
                     68     5197.4    0.374     0.019     0.890     4    1
                     69     2047.2    0.299     0.038     1.210     5    1
                     70     4959.4    0.374     0.013     3.110     4    1
                     71      208.4    0.170     0.013     0.230     3    1
                     72      682.0    0.194     0.050     0.460     4    1
                     73     1164.0    0.310     0.038     0.400     4    1
                     74      421.0    0.261     0.041     0.390     4    1
                     75     1548.4    0.278     0.022     3.690     4    1
                     76      384.0    0.244     0.041     0.400     4    1
                     77      585.8    0.246     0.061     0.210     3    1
                     78      667.8    0.245     0.037     0.470     4    1
                     79      640.8    0.473     0.039     0.730     4    1
                     80     4549.8    0.361    -0.021     3.560     5    1
                     81     6587.2    0.238     0.043     0.420     3    1
                     82      523.0    0.318     0.081     0.380     4    1
                     83     1297.2    0.294     0.009    14.140     4    1
                     84      171.4    0.241     0.100     0.170     4    1
                     85      838.0    0.443     0.099     0.249     4    1
                     86     1397.8    0.379     0.037     0.810     4    0
                     87      436.6    0.494     0.030     1.130     4    0
                     88     5969.6    0.394     0.001    17.800     4    0
                     89      518.6    0.302     0.046     0.900     4    0
                     90     3034.0    0.161     0.013     4.050     3    0
                     91      525.0    0.583     0.049     0.460     4    0
                     92      834.4    0.267     0.037     0.640     5    0
                     93     1880.0    0.387     0.047     0.430     4    0
                     94     1964.8    0.182     0.029     0.830     5    0
                     95     1052.6    0.496     1.080     0.420     4    0
                     96    19600.8    0.490    -4.600     1.860     5    0
                     97      438.8    0.497     0.052     0.710     5    0
                     98     9916.2    0.347     0.006     7.300     5    0
                     99     4294.8    0.541    -0.084     0.663     5    0
                    100     3967.0    0.504     0.006     3.970     5    0
                    101      807.0    0.346    -0.039     3.930     5    0
                    102     1982.2    0.327    -0.036     2.070     5    0
                    103     1869.0    0.373    -0.031     1.730     5    0
                    104      428.4    0.589    -0.018     4.290     5    0
                    105      550.4    0.449     0.026     0.530     5    0
                    106      104.8    0.534     0.017     1.250     5    0
                     107     756.0    0.588     0.004     4.990     6    0
                     108     113.0    0.300     0.074     0.470     4    0
                     109    4571.8    0.552    -0.009     1.260     6    0
                     110     883.0    0.229     0.049     4.180     6    0
                     111    1525.8    0.540     0.001     7.520     5    0
                     112     221.8    0.373     0.015     4.500     5    0
                     113      40.4    0.504     0.057     0.730     4    0
                     114     393.4    0.373    -0.007     3.530     5    0
                     115     536.2    0.556     0.220     0.330     4    0
                     116    1018.2    0.348    -0.002    19.980     4    0
                     117    3454.8    0.400    -0.090     0.580     5    0
                     118    1724.2    0.259    -0.066     3.220     6    0
                     119    1906.4    0.259     0.039     0.680     5    0
                     120    1147.2    0.372     0.010     5.590     6    0
                     121     399.2    0.532     0.014     1.450     6    0
                     122     460.6    0.440     0.040     0.200     4    0
                     123     383.0    0.663     0.017     2.630     6    0
                     124     164.8    0.318     0.048     0.250     4    0
                     125     107.2    0.249     0.048     0.240     5    0
                     126     141.6    0.390     0.095     0.097     4    0
                     127     789.2    0.425     0.047     0.676     5    0
                     128    1664.0    0.625     0.025     0.304     6    0
                     129     610.0    0.557     0.027     1.050     5    0
                     130     420.2    0.265     0.030     1.600     5    0
