"uid","city","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","priceRange"
9330,"austin","Single Family",30.2503871917725,-97.7457122802734,0,FALSE,2018,0,5227,3.5,14,4,3,"650000+"
12224,"austin","Single Family",30.2307739257812,-97.8471298217773,0,FALSE,1983,0,8276,6,17,2,3,"350000-450000"
15062,"austin","Single Family",30.3344135284424,-97.7434844970703,0,FALSE,2019,0,11325.6,6.66666666666667,16,4,5,"650000+"
5697,"austin","Single Family",30.3617820739746,-97.8864212036133,0,FALSE,2005,0,9234,8.33333333333333,17,2,3,"250000-350000"
13724,"austin","Single Family",30.255708694458,-97.7724380493164,2,FALSE,2011,0,8276,6.66666666666667,16,4,4,"650000+"
4562,"austin","Single Family",30.2096347808838,-97.9944915771484,0,FALSE,1979,2,98445.6,6.66666666666667,16,2,3,"450000-650000"
4853,"austin","Single Family",30.2413291931152,-97.8968200683594,2,FALSE,1984,1,6621,6.66666666666667,17,2,4,"250000-350000"
3220,"austin","Single Family",30.3762760162354,-97.6983108520508,0,FALSE,1978,2,8276,4.33333333333333,14,2,3,"250000-350000"
8986,"austin","Single Family",30.4386405944824,-97.6792678833008,2,FALSE,1987,0,9452,2.66666666666667,14,2,3,"250000-350000"
6998,"austin","Single Family",30.2024726867676,-97.7965393066406,0,FALSE,1978,1,7405,4,14,2,3,"250000-350000"
12836,"austin","Single Family",30.2145118713379,-97.8823471069336,0,FALSE,2005,3,10497,9,18,4,4,"450000-650000"
5793,"austin","Single Family",30.3534908294678,-97.9047775268555,2,FALSE,2005,1,8276,8.66666666666667,17,4,4,"450000-650000"
6470,"austin","Single Family",30.1893825531006,-97.8193893432617,2,FALSE,2004,0,4791,4,13,3,3,"250000-350000"
6825,"austin","Single Family",30.1955032348633,-97.7985534667969,0,FALSE,1958,1,47916,3.33333333333333,14,2,4,"450000-650000"
9191,"austin","Single Family",30.4173965454102,-97.6858673095703,0,FALSE,1994,0,6185,4.33333333333333,13,2,3,"350000-450000"
3419,"austin","Single Family",30.3635921478271,-97.7057418823242,2,FALSE,1967,2,9016,4,14,2,4,"450000-650000"
14324,"austin","Single Family",30.3322372436523,-97.7561874389648,2,FALSE,1950,0,8712,7,16,2,3,"350000-450000"
10419,"austin","Single Family",30.1984214782715,-97.7417144775391,0,FALSE,1975,1,6969,3,12,2,3,"250000-350000"
13241,"austin","Single Family",30.2036838531494,-97.8488235473633,0,FALSE,2018,2,6229,4.66666666666667,14,3,3,"350000-450000"
12345,"austin","Single Family",30.2184753417969,-97.8751449584961,2,FALSE,1995,0,6098,8,17,3,4,"350000-450000"
6369,"austin","Single Family",30.2122020721436,-97.8248748779297,2,FALSE,1981,2,6838,4.66666666666667,14,2,3,"350000-450000"
13622,"austin","Single Family",30.2537307739258,-97.7742767333984,2,FALSE,2019,0,7013,6.66666666666667,16,4,3,"650000+"
12454,"austin","Single Family",30.2228164672852,-97.8688278198242,0,FALSE,1988,0,6969,6,17,3,4,"0-250000"
516,"austin","Single Family",30.495906829834,-97.7951126098633,3,FALSE,2007,0,11761.2,8.33333333333333,16,4,4,"350000-450000"
5635,"austin","Single Family",30.3542938232422,-97.8859786987305,3,FALSE,2005,0,11325.6,8.33333333333333,17,5,5,"650000+"
11948,"austin","Single Family",30.176441192627,-97.8289489746094,0,FALSE,1983,1,7013,5,15,2,3,"250000-350000"
14963,"austin","Condo",30.3367557525635,-97.726448059082,1,FALSE,1963,0,11325.6,7,16,1,2,"250000-350000"
3636,"austin","Single Family",30.3507995605469,-97.7005767822266,0,FALSE,1944,0,13939.2,3.33333333333333,13,1,2,"0-250000"
2771,"austin","Single Family",30.3962364196777,-97.7037963867188,0,FALSE,1983,1,4007,4,13,2,3,"250000-350000"
9923,"austin","Single Family",30.2822647094727,-97.6797409057617,0,FALSE,1963,0,5662,3.33333333333333,13,2,2,"0-250000"
917,"austin","Single Family",30.3398818969727,-97.919563293457,3,FALSE,2011,2,17859.6,8.33333333333333,17,6,5,"650000+"
4423,"austin","Single Family",30.3379802703857,-97.6464080810547,0,FALSE,2003,0,8973,5,11,3,4,"250000-350000"
222,"austin","Single Family",30.4232158660889,-97.8588562011719,0,FALSE,2001,0,11761.2,7,16,4,4,"450000-650000"
13308,"austin","Single Family",30.1861114501953,-97.8979263305664,2,TRUE,1994,1,12196.8,9,18,3,4,"450000-650000"
13616,"austin","Single Family",30.2073364257812,-97.878776550293,0,FALSE,2000,0,7710,9,18,2,4,"350000-450000"
8445,"austin","Single Family",30.4620227813721,-97.6878433227539,0,FALSE,1996,0,8232,5.66666666666667,14,2,3,"250000-350000"
86,"austin","Single Family",30.4432811737061,-97.7982788085938,0,FALSE,1977,2,11325.6,8.66666666666667,16,3,5,"450000-650000"
6830,"austin","Single Family",30.1867637634277,-97.7880020141602,0,FALSE,1974,3,7361,3.33333333333333,13,2,3,"350000-450000"
12986,"austin","Single Family",30.2125873565674,-97.8531951904297,0,FALSE,1991,0,6534,4.66666666666667,14,3,4,"250000-350000"
1423,"austin","Single Family",30.360746383667,-97.9101104736328,0,TRUE,2008,2,18295.2,8.66666666666667,17,4,4,"650000+"
2885,"austin","Single Family",30.3813495635986,-97.7513198852539,2,FALSE,1968,0,13503.6,7,17,2,4,"650000+"
4161,"austin","Single Family",30.183406829834,-97.9768676757812,0,FALSE,2014,0,8015,6,16,2,4,"350000-450000"
14433,"austin","Single Family",30.3472061157227,-97.7733535766602,0,FALSE,2001,0,15681.6,7,16,3,3,"650000+"
5256,"austin","Condo",30.148157119751,-97.8497772216797,1,FALSE,2013,1,8712,7.33333333333333,17,2,2,"250000-350000"
1207,"austin","Single Family",30.3357791900635,-97.787223815918,0,FALSE,1991,0,25700.4,9,15,5,5,"650000+"
9268,"austin","Single Family",30.2422561645508,-97.7399978637695,4,FALSE,1940,3,7405,4.33333333333333,14,2,3,"450000-650000"
2517,"austin","Single Family",30.4377250671387,-97.7934722900391,2,FALSE,1974,0,17424,8.66666666666667,16,3,5,"450000-650000"
10660,"austin","Multiple Occupancy",30.2313175201416,-97.7822647094727,4,FALSE,1941,0,9365,4,12,1,2,"450000-650000"
9110,"austin","Single Family",30.4240341186523,-97.6864471435547,2,FALSE,1982,0,7579,4.33333333333333,13,2,3,"0-250000"
7303,"austin","Single Family",30.1484355926514,-97.8080978393555,2,FALSE,2001,2,6490,3.66666666666667,15,2,3,"250000-350000"
8419,"austin","Single Family",30.4878883361816,-97.7424621582031,0,FALSE,1988,0,8712,7.66666666666667,16,3,4,"250000-350000"
6819,"austin","Single Family",30.1835613250732,-97.8098373413086,0,FALSE,1994,0,6098,3.33333333333333,14,3,3,"250000-350000"
3605,"austin","Single Family",30.3506355285644,-97.7212905883789,1,FALSE,1956,0,7361,7,16,1,3,"350000-450000"
3670,"austin","Single Family",30.3735427856445,-97.699348449707,2,FALSE,1972,0,8712,4.33333333333333,14,2,3,"450000-650000"
11410,"austin","Single Family",30.3043174743652,-97.6881408691406,1,FALSE,1959,0,6446,5,15,1,3,"250000-350000"
4609,"austin","Single Family",30.2113132476807,-97.9802703857422,0,FALSE,2007,0,7840,6.66666666666667,16,3,4,"350000-450000"
2710,"austin","Single Family",30.4306468963623,-97.8254013061523,3,FALSE,1998,0,8712,8,15,3,4,"450000-650000"
6401,"austin","Single Family",30.2137851715088,-97.8070907592773,0,FALSE,2008,1,9016,4,13,2,3,"350000-450000"
8511,"austin","Single Family",30.4191646575928,-97.7843704223633,2,FALSE,1979,2,23958,9,16,3,3,"450000-650000"
3580,"austin","Single Family",30.3505325317383,-97.7203140258789,1,FALSE,1955,0,7385,7,16,2,3,"450000-650000"
5835,"austin","Single Family",30.3555030822754,-97.906120300293,0,FALSE,2005,0,8319,8.66666666666667,17,3,4,"450000-650000"
13550,"austin","Single Family",30.1996574401856,-97.8558959960938,0,FALSE,1999,0,6969,6.66666666666667,16,3,4,"350000-450000"
205,"austin","Single Family",30.1769504547119,-97.697624206543,2,FALSE,2015,0,5488,3.66666666666667,12,2,3,"250000-350000"
14429,"austin","Condo",30.3105239868164,-97.7674102783203,1,FALSE,2007,0,3715,7,16,3,3,"450000-650000"
15144,"austin","Single Family",30.3314876556396,-97.7280044555664,2,FALSE,1949,0,10193,7,16,2,3,"450000-650000"
818,"austin","Single Family",30.1783256530762,-97.6939468383789,0,FALSE,2018,0,6621,3.66666666666667,12,4,4,"250000-350000"
9106,"austin","Single Family",30.4159851074219,-97.6925964355469,0,FALSE,1981,2,7405,4.33333333333333,13,2,3,"250000-350000"
9365,"austin","Single Family",30.2541446685791,-97.7301406860352,0,FALSE,1941,0,8058,4,11,1,3,"350000-450000"
12465,"austin","Single Family",30.2216815948486,-97.8472137451172,0,FALSE,1976,0,9583,6,17,2,3,"450000-650000"
13395,"austin","Single Family",30.1940116882324,-97.8917617797852,0,FALSE,1988,0,10515,9,18,2,4,"350000-450000"
4009,"austin","Single Family",30.2309017181396,-97.6931991577148,3,FALSE,1970,0,6098,3.33333333333333,11,4,6,"0-250000"
3123,"austin","Single Family",30.3917369842529,-97.6933746337891,0,FALSE,1980,0,9038,4,13,3,3,"250000-350000"
11491,"austin","Single Family",30.294807434082,-97.685905456543,2,FALSE,1960,0,13939.2,5,15,1,3,"350000-450000"
14197,"austin","Single Family",30.4611034393311,-97.7782287597656,0,FALSE,1975,0,17859.6,6,14,3,4,"350000-450000"
6697,"austin","Single Family",30.1983604431152,-97.8315811157227,2,FALSE,1980,0,8712,4.66666666666667,14,2,3,"250000-350000"
13618,"austin","Condo",30.2576656341553,-97.7727203369141,1,FALSE,2009,1,4094,6.66666666666667,16,3,3,"650000+"
14226,"austin","Single Family",30.3428344726562,-97.7671737670898,2,FALSE,1973,0,13939.2,7,16,3,3,"450000-650000"
9595,"austin","Single Family",30.2804946899414,-97.7071914672852,0,FALSE,1952,0,3920,6.66666666666667,15,2,3,"350000-450000"
8102,"austin","Single Family",30.4983978271484,-97.7603912353516,0,FALSE,2003,2,7274,8,16,2,3,"350000-450000"
1999,"austin","Single Family",30.2468242645264,-97.8762283325195,0,FALSE,2006,0,14810.4,6,17,4.5,5,"450000-650000"
3611,"austin","Single Family",30.3504829406738,-97.7209548950195,0,FALSE,1956,0,7396,7,16,1,3,"350000-450000"
9714,"austin","Condo",30.2743129730225,-97.7208786010742,0,FALSE,1930,0,2696,6.66666666666667,15,1,2,"350000-450000"
3175,"austin","Single Family",30.3702411651611,-97.7103652954102,2,FALSE,1972,2,8058,4,14,3,4,"450000-650000"
12411,"austin","Single Family",30.177864074707,-97.7974395751953,0,FALSE,1980,0,7840,3.33333333333333,14,2,3,"250000-350000"
10889,"austin","Single Family",30.3711433410644,-97.6519775390625,0,FALSE,2005,0,6882,4.33333333333333,12,2,3,"0-250000"
8258,"austin","Single Family",30.4986629486084,-97.783088684082,0,FALSE,2001,0,8712,8.33333333333333,16,3,3,"350000-450000"
410,"austin","Single Family",30.4970512390137,-97.7951507568359,0,FALSE,2006,0,6011,8.33333333333333,16,2.5,3,"0-250000"
9160,"austin","Single Family",30.4278526306152,-97.6940383911133,0,FALSE,1998,0,6011,4.33333333333333,13,2,3,"250000-350000"
8959,"austin","Single Family",30.4479064941406,-97.6713104248047,0,FALSE,2018,0,392,2.66666666666667,14,2,3,"250000-350000"
3574,"austin","Single Family",30.3773899078369,-97.7089233398438,2,FALSE,1972,2,7143,3.66666666666667,14,2,3,"250000-350000"
8343,"austin","Single Family",30.4915943145752,-97.7631225585938,2,TRUE,2005,0,7013,8,16,3,5,"450000-650000"
6442,"austin","Single Family",30.2209224700928,-97.7892532348633,1,FALSE,1960,1,7840,4,12,2,3,"350000-450000"
3081,"austin","Single Family",30.3713817596436,-97.7711639404297,2,TRUE,2005,1,18730.8,7,16,4,4,"650000+"
724,"austin","Single Family",30.3486423492432,-97.8937911987305,0,FALSE,2011,0,8712,8.33333333333333,17,2,3,"250000-350000"
1645,"austin","Single Family",30.1755523681641,-97.9478302001953,3,TRUE,2000,0,85377.6,8,15,3,4,"450000-650000"
11414,"austin","Single Family",30.3044376373291,-97.6887512207031,1,FALSE,1959,2,6534,5,15,2,3,"350000-450000"
14923,"austin","Single Family",30.3473968505859,-97.7382202148438,0,FALSE,1953,0,9278,6.66666666666667,16,1,3,"350000-450000"
7157,"austin","Single Family",30.169527053833,-97.8079147338867,2,FALSE,2017,2,6098,3.33333333333333,14,3,3,"350000-450000"
5222,"austin","Single Family",30.1723518371582,-97.8737487792969,0,FALSE,2001,1,9801,7.33333333333333,17,2,3,"350000-450000"
12216,"austin","Single Family",30.1946563720703,-97.8189086914062,0,TRUE,1984,0,10367,4,13,2,3,"250000-350000"
13033,"austin","Single Family",30.2792415618896,-97.7649459838867,0,FALSE,1992,0,6011,6,16,2,2,"650000+"
29,"austin","Single Family",30.103401184082,-97.716911315918,2,FALSE,1970,2,102366,3.33333333333333,14,2,3,"0-250000"
11195,"austin","Single Family",30.3164005279541,-97.7113571166992,1,FALSE,1951,0,8276,6.33333333333333,16,1,2,"250000-350000"
11467,"austin","Single Family",30.3125877380371,-97.6832504272461,1,FALSE,1958,1,7840,3,14,2,3,"350000-450000"
6227,"austin","Single Family",30.2633724212646,-97.8036956787109,0,FALSE,1981,0,17859.6,9,14,3,4,"650000+"
8591,"austin","Single Family",30.4268321990967,-97.713249206543,2,FALSE,1981,0,9147,6.66666666666667,15,2,3,"350000-450000"
13641,"austin","Single Family",30.2553329467773,-97.7737274169922,2,TRUE,2020,0,5793,6.66666666666667,16,4,3,"650000+"
8004,"austin","Single Family",30.3573322296142,-97.7292861938477,0,FALSE,1959,0,8537,4,14,2,3,"250000-350000"
4442,"austin","Single Family",30.231050491333,-98.0064926147461,3,FALSE,1979,0,98445.6,6.66666666666667,16,2,3,"350000-450000"
1494,"austin","Single Family",30.330493927002,-97.8797760009766,0,FALSE,2010,4,59241.6,8,14,5,5,"650000+"
12912,"austin","Single Family",30.2067565917969,-97.8554077148438,0,FALSE,1986,0,5924,4.66666666666667,14,2,3,"250000-350000"
8391,"austin","Single Family",30.4880924224854,-97.7331237792969,0,FALSE,2000,1,13939.2,7.66666666666667,16,4,5,"350000-450000"
3257,"austin","Single Family",30.406099319458,-97.6788330078125,5,TRUE,1978,2,10672,4,13,2,5,"450000-650000"
11007,"austin","Single Family",30.3573589324951,-97.6172943115234,4,TRUE,2008,3,7187,5,11,2,3,"250000-350000"
655,"austin","Single Family",30.2631282806396,-97.6275405883789,2,FALSE,1998,1,12196.8,3.66666666666667,11,2,3,"0-250000"
2171,"austin","Single Family",30.1368732452392,-97.763671875,2,FALSE,2019,0,5702,5.33333333333333,15,2,2,"250000-350000"
10377,"austin","Single Family",30.2009983062744,-97.7398071289062,2,FALSE,1976,0,6534,3,12,2,3,"0-250000"
14744,"austin","Single Family",30.3025627136231,-97.726676940918,2,FALSE,1922,2,6490,7.33333333333333,15,3,3,"650000+"
12468,"austin","Single Family",30.2243728637695,-97.8675994873047,0,FALSE,1987,0,7971,6,17,3,4,"350000-450000"
1165,"austin","Single Family",30.1641273498535,-97.7225875854492,2,FALSE,2016,2,8102,3.66666666666667,12,3,5,"350000-450000"
13914,"austin","Single Family",30.2482242584229,-97.7592926025391,3,FALSE,2019,1,8015,5,13,7,6,"650000+"
14318,"austin","Single Family",30.3207187652588,-97.7831802368164,3,TRUE,2020,1,26136,9,15,5,5,"650000+"
4536,"austin","Single Family",30.3057231903076,-97.6536636352539,0,TRUE,1977,0,8668,3.66666666666667,14,2,3,"250000-350000"
13922,"austin","Single Family",30.2451438903809,-97.7591934204102,1,FALSE,1939,0,2874,5,13,1,2,"450000-650000"
3785,"austin","Single Family",30.4535293579102,-97.7534790039062,2,FALSE,1994,1,5837,5.66666666666667,12,3,3,"250000-350000"
13131,"austin","Single Family",30.228214263916,-97.7972717285156,2,FALSE,1960,0,10628,4.66666666666667,14,2,3,"650000+"
7420,"austin","Single Family",30.1562347412109,-97.8029403686523,0,FALSE,2009,2,10018,3.33333333333333,14,3,4,"350000-450000"
12130,"austin","Single Family",30.1557884216309,-97.843391418457,2,FALSE,2007,1,8668,5.66666666666667,17,3,4,"250000-350000"
7821,"austin","Condo",30.3654880523682,-97.7534484863281,0,FALSE,1985,0,3497,7,16,2,2,"250000-350000"
8657,"austin","Single Family",30.4588508605957,-97.6895980834961,2,FALSE,1998,1,6098,5.33333333333333,14,2,3,"250000-350000"
