"VID","date","year","month","day","power"
7855756,2015-01-01 22:15:00,2015,1,1,0.11
7855756,2015-01-01 22:30:00,2015,1,1,0.03
7855756,2015-01-01 22:45:00,2015,1,1,0.03
7855756,2015-01-01 23:00:00,2015,1,1,0.03
7855756,2015-01-01 23:15:00,2015,1,1,1.24
7855756,2015-01-01 23:30:00,2015,1,1,1.23
7855756,2015-01-01 23:45:00,2015,1,1,0.07
7855756,2015-01-02 00:00:00,2015,1,2,0.04
7855756,2015-01-02 00:15:00,2015,1,2,0.15
7855756,2015-01-02 00:30:00,2015,1,2,0.72
7855756,2015-01-02 00:45:00,2015,1,2,0.77
7855756,2015-01-02 01:00:00,2015,1,2,0.03
7855756,2015-01-02 01:15:00,2015,1,2,0.37
7855756,2015-01-02 01:30:00,2015,1,2,0.04
7855756,2015-01-02 01:45:00,2015,1,2,1.02
7855756,2015-01-02 02:00:00,2015,1,2,1.46
7855756,2015-01-02 02:15:00,2015,1,2,0.94
7855756,2015-01-02 02:30:00,2015,1,2,0.04
7855756,2015-01-02 02:45:00,2015,1,2,0.65
7855756,2015-01-02 03:00:00,2015,1,2,0.69
7855756,2015-01-02 03:15:00,2015,1,2,0.03
7855756,2015-01-02 03:30:00,2015,1,2,0.78
7855756,2015-01-02 03:45:00,2015,1,2,0.12
7855756,2015-01-02 04:00:00,2015,1,2,0.29
7855756,2015-01-02 04:15:00,2015,1,2,0.18
7855756,2015-01-02 04:30:00,2015,1,2,0.56
7855756,2015-01-02 04:45:00,2015,1,2,1.4
7855756,2015-01-02 05:00:00,2015,1,2,0.9
7855756,2015-01-02 05:15:00,2015,1,2,0.03
7855756,2015-01-02 05:30:00,2015,1,2,0.39
7855756,2015-01-02 05:45:00,2015,1,2,0.14
7855756,2015-01-02 06:00:00,2015,1,2,0.62
7855756,2015-01-02 06:15:00,2015,1,2,0.3
7855756,2015-01-02 06:30:00,2015,1,2,0.04
7855756,2015-01-02 06:45:00,2015,1,2,0.03
7855756,2015-01-02 07:00:00,2015,1,2,0.03
7855756,2015-01-02 07:15:00,2015,1,2,1.57
7855756,2015-01-02 07:30:00,2015,1,2,2.75
7855756,2015-01-02 07:45:00,2015,1,2,2.13
7855756,2015-01-02 08:00:00,2015,1,2,0.76
7855756,2015-01-02 08:15:00,2015,1,2,0.03
7855756,2015-01-02 08:30:00,2015,1,2,1
7855756,2015-01-02 08:45:00,2015,1,2,1.4
7855756,2015-01-02 09:00:00,2015,1,2,1.42
7855756,2015-01-02 09:15:00,2015,1,2,0.6
7855756,2015-01-02 09:30:00,2015,1,2,0.03
7855756,2015-01-02 09:45:00,2015,1,2,1.36
7855756,2015-01-02 10:00:00,2015,1,2,1.4
7855756,2015-01-02 10:15:00,2015,1,2,1.4
7855756,2015-01-02 10:30:00,2015,1,2,0.67
7855756,2015-01-02 10:45:00,2015,1,2,0.03
7855756,2015-01-02 11:00:00,2015,1,2,1.21
7855756,2015-01-02 11:15:00,2015,1,2,1.42
7855756,2015-01-02 11:30:00,2015,1,2,0.31
7855756,2015-01-02 11:45:00,2015,1,2,0.03
7855756,2015-01-02 12:00:00,2015,1,2,0.03
7855756,2015-01-02 12:15:00,2015,1,2,0.03
7855756,2015-01-02 12:30:00,2015,1,2,1.85
7855756,2015-01-02 12:45:00,2015,1,2,2.79
7855756,2015-01-02 13:00:00,2015,1,2,1.37
7855756,2015-01-02 13:15:00,2015,1,2,0.29
7855756,2015-01-02 13:30:00,2015,1,2,0.37
7855756,2015-01-02 13:45:00,2015,1,2,1.43
7855756,2015-01-02 14:00:00,2015,1,2,1.29
7855756,2015-01-02 14:15:00,2015,1,2,0.16
7855756,2015-01-02 14:30:00,2015,1,2,0.54
7855756,2015-01-02 14:45:00,2015,1,2,1.43
7855756,2015-01-02 15:00:00,2015,1,2,1.01
7855756,2015-01-02 15:15:00,2015,1,2,0.04
7855756,2015-01-02 15:30:00,2015,1,2,0.73
7855756,2015-01-02 15:45:00,2015,1,2,0.51
7855756,2015-01-02 16:00:00,2015,1,2,0.03
7855756,2015-01-02 16:15:00,2015,1,2,0.92
7855756,2015-01-02 16:30:00,2015,1,2,0.25
7855756,2015-01-02 16:45:00,2015,1,2,0.18
7855756,2015-01-02 17:00:00,2015,1,2,0.96
7855756,2015-01-02 17:15:00,2015,1,2,0.06
7855756,2015-01-02 17:30:00,2015,1,2,0.03
7855756,2015-01-02 17:45:00,2015,1,2,0.03
7855756,2015-01-02 18:00:00,2015,1,2,0.03
7855756,2015-01-02 18:15:00,2015,1,2,0.03
7855756,2015-01-02 18:30:00,2015,1,2,0.04
7855756,2015-01-02 18:45:00,2015,1,2,0.03
7855756,2015-01-02 19:00:00,2015,1,2,0.03
7855756,2015-01-02 19:15:00,2015,1,2,2.09
7855756,2015-01-02 19:30:00,2015,1,2,2.01
7855756,2015-01-02 19:45:00,2015,1,2,0.46
7855756,2015-01-02 20:00:00,2015,1,2,0.08
7855756,2015-01-02 20:15:00,2015,1,2,0.38
7855756,2015-01-02 20:30:00,2015,1,2,0.04
7855756,2015-01-02 20:45:00,2015,1,2,1.4
7855756,2015-01-02 21:00:00,2015,1,2,1.41
7855756,2015-01-02 21:15:00,2015,1,2,0.91
7855756,2015-01-02 21:30:00,2015,1,2,0.03
7855756,2015-01-02 21:45:00,2015,1,2,0.74
7855756,2015-01-02 22:00:00,2015,1,2,0.41
7855756,2015-01-02 22:15:00,2015,1,2,0.04
7855756,2015-01-02 22:30:00,2015,1,2,0.03
7855756,2015-01-02 22:45:00,2015,1,2,0.03
7855756,2015-01-02 23:00:00,2015,1,2,0.03
7855756,2015-01-02 23:15:00,2015,1,2,1.34
7855756,2015-01-02 23:30:00,2015,1,2,2.31
7855756,2015-01-02 23:45:00,2015,1,2,0.81
7855756,2015-01-03 00:00:00,2015,1,3,0.03
7855756,2015-01-03 00:15:00,2015,1,3,0.36
7855756,2015-01-03 00:30:00,2015,1,3,0.03
7855756,2015-01-03 00:45:00,2015,1,3,1.21
7855756,2015-01-03 01:00:00,2015,1,3,1.29
7855756,2015-01-03 01:15:00,2015,1,3,0.26
7855756,2015-01-03 01:30:00,2015,1,3,0.21
7855756,2015-01-03 01:45:00,2015,1,3,0.92
7855756,2015-01-03 02:00:00,2015,1,3,0.39
7855756,2015-01-03 02:15:00,2015,1,3,0.03
7855756,2015-01-03 02:30:00,2015,1,3,1.37
7855756,2015-01-03 02:45:00,2015,1,3,1.4
7855756,2015-01-03 03:00:00,2015,1,3,1.04
7855756,2015-01-03 03:15:00,2015,1,3,0.03
7855756,2015-01-03 03:30:00,2015,1,3,0.53
7855756,2015-01-03 03:45:00,2015,1,3,0.5
7855756,2015-01-03 04:00:00,2015,1,3,0.03
7855756,2015-01-03 04:15:00,2015,1,3,0.95
7855756,2015-01-03 04:30:00,2015,1,3,0.31
7855756,2015-01-03 04:45:00,2015,1,3,0.16
7855756,2015-01-03 05:00:00,2015,1,3,1.37
7855756,2015-01-03 05:15:00,2015,1,3,1.22
7855756,2015-01-03 05:30:00,2015,1,3,0.14
7855756,2015-01-03 05:45:00,2015,1,3,0.27
7855756,2015-01-03 06:00:00,2015,1,3,0.16
7855756,2015-01-03 06:15:00,2015,1,3,0.03
7855756,2015-01-03 06:30:00,2015,1,3,0.03
7855756,2015-01-03 06:45:00,2015,1,3,0.03
7855756,2015-01-03 07:00:00,2015,1,3,0.03
7855756,2015-01-03 07:15:00,2015,1,3,1.49
7855756,2015-01-03 07:30:00,2015,1,3,2.73
7855756,2015-01-03 07:45:00,2015,1,3,1.22
7855756,2015-01-03 08:00:00,2015,1,3,0.13
7855756,2015-01-03 08:15:00,2015,1,3,0.68
7855756,2015-01-03 08:30:00,2015,1,3,1.38
7855756,2015-01-03 08:45:00,2015,1,3,1.18
7855756,2015-01-03 09:00:00,2015,1,3,0.19
7855756,2015-01-03 09:15:00,2015,1,3,0.41
7855756,2015-01-03 09:30:00,2015,1,3,1.37
7855756,2015-01-03 09:45:00,2015,1,3,1.38
7855756,2015-01-03 10:00:00,2015,1,3,1.08
7855756,2015-01-03 10:15:00,2015,1,3,0.94
7855756,2015-01-03 10:30:00,2015,1,3,0.51
7855756,2015-01-03 10:45:00,2015,1,3,0.03
7855756,2015-01-03 11:00:00,2015,1,3,1.26
7855756,2015-01-03 11:15:00,2015,1,3,1.44
7855756,2015-01-03 11:30:00,2015,1,3,0.63
7855756,2015-01-03 11:45:00,2015,1,3,0.03
7855756,2015-01-03 12:00:00,2015,1,3,0.91
7855756,2015-01-03 12:15:00,2015,1,3,0.42
7855756,2015-01-03 12:30:00,2015,1,3,0.08
7855756,2015-01-03 12:45:00,2015,1,3,1.3
7855756,2015-01-03 13:00:00,2015,1,3,0.92
7855756,2015-01-03 13:15:00,2015,1,3,0.03
7855756,2015-01-03 13:30:00,2015,1,3,0.41
7855756,2015-01-03 13:45:00,2015,1,3,0.13
7855756,2015-01-03 14:00:00,2015,1,3,0.55
7855756,2015-01-03 14:15:00,2015,1,3,1.37
7855756,2015-01-03 14:30:00,2015,1,3,0.36
7855756,2015-01-03 14:45:00,2015,1,3,0.03
7855756,2015-01-03 15:00:00,2015,1,3,0.4
7855756,2015-01-03 15:15:00,2015,1,3,0.14
7855756,2015-01-03 15:30:00,2015,1,3,0.64
7855756,2015-01-03 15:45:00,2015,1,3,1.47
7855756,2015-01-03 16:00:00,2015,1,3,0.72
7855756,2015-01-03 16:15:00,2015,1,3,0.04
7855756,2015-01-03 16:30:00,2015,1,3,0.03
7855756,2015-01-03 16:45:00,2015,1,3,0.03
7855756,2015-01-03 17:00:00,2015,1,3,0.11
7855756,2015-01-03 17:15:00,2015,1,3,0.06
7855756,2015-01-03 17:30:00,2015,1,3,0.03
7855756,2015-01-03 17:45:00,2015,1,3,0.03
7855756,2015-01-03 18:00:00,2015,1,3,0.03
7855756,2015-01-03 18:15:00,2015,1,3,0.03
7855756,2015-01-03 18:30:00,2015,1,3,0.03
7855756,2015-01-03 18:45:00,2015,1,3,0.03
7855756,2015-01-03 19:00:00,2015,1,3,0.03
7855756,2015-01-03 19:15:00,2015,1,3,2.23
7855756,2015-01-03 19:30:00,2015,1,3,2
7855756,2015-01-03 19:45:00,2015,1,3,0.52
7855756,2015-01-03 20:00:00,2015,1,3,0.03
7855756,2015-01-03 20:15:00,2015,1,3,0.04
7855756,2015-01-03 20:30:00,2015,1,3,0.66
7855756,2015-01-03 20:45:00,2015,1,3,1.44
7855756,2015-01-03 21:00:00,2015,1,3,1.37
7855756,2015-01-03 21:15:00,2015,1,3,0.25
7855756,2015-01-03 21:30:00,2015,1,3,0.03
7855756,2015-01-03 21:45:00,2015,1,3,0.41
7855756,2015-01-03 22:00:00,2015,1,3,0.13
7855756,2015-01-03 22:15:00,2015,1,3,0.03
7855756,2015-01-03 22:30:00,2015,1,3,0.03
7855756,2015-01-03 22:45:00,2015,1,3,0.03
7855756,2015-01-03 23:00:00,2015,1,3,0.04
7855756,2015-01-03 23:15:00,2015,1,3,1.24
7855756,2015-01-03 23:30:00,2015,1,3,2.08
7855756,2015-01-03 23:45:00,2015,1,3,0.64
7855756,2015-01-04 00:00:00,2015,1,4,0.03
7855756,2015-01-04 00:15:00,2015,1,4,0.03
7855756,2015-01-04 00:30:00,2015,1,4,0.24
7855756,2015-01-04 00:45:00,2015,1,4,0.79
7855756,2015-01-04 01:00:00,2015,1,4,0.66
7855756,2015-01-04 01:15:00,2015,1,4,0.03
7855756,2015-01-04 01:30:00,2015,1,4,0.73
7855756,2015-01-04 01:45:00,2015,1,4,0.55
7855756,2015-01-04 02:00:00,2015,1,4,0.03
7855756,2015-01-04 02:15:00,2015,1,4,1.27
7855756,2015-01-04 02:30:00,2015,1,4,1.42
7855756,2015-01-04 02:45:00,2015,1,4,0.78
7855756,2015-01-04 03:00:00,2015,1,4,0.03
7855756,2015-01-04 03:15:00,2015,1,4,0.88
7855756,2015-01-04 03:30:00,2015,1,4,0.15
7855756,2015-01-04 03:45:00,2015,1,4,0.25
7855756,2015-01-04 04:00:00,2015,1,4,0.28
7855756,2015-01-04 04:15:00,2015,1,4,0.3
7855756,2015-01-04 04:30:00,2015,1,4,1.41
7855756,2015-01-04 04:45:00,2015,1,4,1.21
7855756,2015-01-04 05:00:00,2015,1,4,0.11
7855756,2015-01-04 05:15:00,2015,1,4,0.31
7855756,2015-01-04 05:30:00,2015,1,4,0.13
7855756,2015-01-04 05:45:00,2015,1,4,0.65
7855756,2015-01-04 06:00:00,2015,1,4,1.42
7855756,2015-01-04 06:15:00,2015,1,4,0.3
7855756,2015-01-04 06:30:00,2015,1,4,0.03
7855756,2015-01-04 06:45:00,2015,1,4,0.03
7855756,2015-01-04 07:00:00,2015,1,4,0.03
7855756,2015-01-04 07:15:00,2015,1,4,1.48
7855756,2015-01-04 07:30:00,2015,1,4,2.03
7855756,2015-01-04 07:45:00,2015,1,4,0.6
7855756,2015-01-04 08:00:00,2015,1,4,0.03
7855756,2015-01-04 08:15:00,2015,1,4,0.93
7855756,2015-01-04 08:30:00,2015,1,4,0.26
7855756,2015-01-04 08:45:00,2015,1,4,0.33
7855756,2015-01-04 09:00:00,2015,1,4,1.42
7855756,2015-01-04 09:15:00,2015,1,4,1.23
7855756,2015-01-04 09:30:00,2015,1,4,0.36
7855756,2015-01-04 09:45:00,2015,1,4,0.09
7855756,2015-01-04 10:00:00,2015,1,4,1.45
7855756,2015-01-04 10:15:00,2015,1,4,1.42
7855756,2015-01-04 10:30:00,2015,1,4,0.32
7855756,2015-01-04 10:45:00,2015,1,4,0.03
7855756,2015-01-04 11:00:00,2015,1,4,0.03
7855756,2015-01-04 11:15:00,2015,1,4,0.5
7855756,2015-01-04 11:30:00,2015,1,4,0.03
7855756,2015-01-04 11:45:00,2015,1,4,0.4
7855756,2015-01-04 12:00:00,2015,1,4,0.03
7855756,2015-01-04 12:15:00,2015,1,4,0.03
7855756,2015-01-04 12:30:00,2015,1,4,0.03
7855756,2015-01-04 12:45:00,2015,1,4,0.03
7855756,2015-01-04 13:00:00,2015,1,4,0.37
7855756,2015-01-04 13:15:00,2015,1,4,0.16
7855756,2015-01-04 13:30:00,2015,1,4,0.03
7855756,2015-01-04 13:45:00,2015,1,4,0.03
7855756,2015-01-04 14:00:00,2015,1,4,0.03
7855756,2015-01-04 14:15:00,2015,1,4,0.03
7855756,2015-01-04 14:30:00,2015,1,4,0.22
7855756,2015-01-04 14:45:00,2015,1,4,0.78
7855756,2015-01-04 15:00:00,2015,1,4,0.6
7855756,2015-01-04 15:15:00,2015,1,4,0.03
7855756,2015-01-04 15:30:00,2015,1,4,0.03
7855756,2015-01-04 15:45:00,2015,1,4,0.03
7855756,2015-01-04 16:00:00,2015,1,4,0.35
7855756,2015-01-04 16:15:00,2015,1,4,0.18
7855756,2015-01-04 16:30:00,2015,1,4,0.35
7855756,2015-01-04 16:45:00,2015,1,4,0.85
7855756,2015-01-04 17:00:00,2015,1,4,0.04
7855756,2015-01-04 17:15:00,2015,1,4,0.03
7855756,2015-01-04 17:30:00,2015,1,4,0.03
7855756,2015-01-04 17:45:00,2015,1,4,0.03
7855756,2015-01-04 18:00:00,2015,1,4,0.03
7855756,2015-01-04 18:15:00,2015,1,4,0.03
7855756,2015-01-04 18:30:00,2015,1,4,0.03
7855756,2015-01-04 18:45:00,2015,1,4,0.03
7855756,2015-01-04 19:00:00,2015,1,4,0.03
7855756,2015-01-04 19:15:00,2015,1,4,1.99
7855756,2015-01-04 19:30:00,2015,1,4,1.39
7855756,2015-01-04 19:45:00,2015,1,4,0.17
7855756,2015-01-04 20:00:00,2015,1,4,0.04
7855756,2015-01-04 20:15:00,2015,1,4,0.03
7855756,2015-01-04 20:30:00,2015,1,4,0.44
7855756,2015-01-04 20:45:00,2015,1,4,0.98
7855756,2015-01-04 21:00:00,2015,1,4,0.26
7855756,2015-01-04 21:15:00,2015,1,4,0.04
7855756,2015-01-04 21:30:00,2015,1,4,0.5
7855756,2015-01-04 21:45:00,2015,1,4,0.03
7855756,2015-01-04 22:00:00,2015,1,4,0.75
7855756,2015-01-04 22:15:00,2015,1,4,0.35
7855756,2015-01-04 22:30:00,2015,1,4,0.03
7855756,2015-01-04 22:45:00,2015,1,4,0.03
7855756,2015-01-04 23:00:00,2015,1,4,0.04
7855756,2015-01-04 23:15:00,2015,1,4,0.03
7855756,2015-01-04 23:30:00,2015,1,4,1.98
7855756,2015-01-04 23:45:00,2015,1,4,0.83
7855756,2015-01-05 00:00:00,2015,1,5,0.03
7855756,2015-01-05 00:15:00,2015,1,5,0.03
7855756,2015-01-05 00:30:00,2015,1,5,0.03
7855756,2015-01-05 00:45:00,2015,1,5,0.25
7855756,2015-01-05 01:00:00,2015,1,5,0.27
7855756,2015-01-05 01:15:00,2015,1,5,0.23
7855756,2015-01-05 01:30:00,2015,1,5,1.34
7855756,2015-01-05 01:45:00,2015,1,5,0.55
7855756,2015-01-05 02:00:00,2015,1,5,0.06
7855756,2015-01-05 02:15:00,2015,1,5,0.42
7855756,2015-01-05 02:30:00,2015,1,5,0.03
7855756,2015-01-05 02:45:00,2015,1,5,1.29
7855756,2015-01-05 03:00:00,2015,1,5,0.75
7855756,2015-01-05 03:15:00,2015,1,5,0.03
7855756,2015-01-05 03:30:00,2015,1,5,0.3
7855756,2015-01-05 03:45:00,2015,1,5,0.03
7855756,2015-01-05 04:00:00,2015,1,5,0.03
7855756,2015-01-05 04:15:00,2015,1,5,0.22
7855756,2015-01-05 04:30:00,2015,1,5,0.76
7855756,2015-01-05 04:45:00,2015,1,5,0.65
7855756,2015-01-05 05:00:00,2015,1,5,0.03
7855756,2015-01-05 05:15:00,2015,1,5,0.13
7855756,2015-01-05 05:30:00,2015,1,5,0.4
7855756,2015-01-05 05:45:00,2015,1,5,0.03
7855756,2015-01-05 06:00:00,2015,1,5,1.17
7855756,2015-01-05 06:15:00,2015,1,5,0.32
7855756,2015-01-05 06:30:00,2015,1,5,0.03
7855756,2015-01-05 06:45:00,2015,1,5,0.03
7855756,2015-01-05 07:00:00,2015,1,5,0.03
7855756,2015-01-05 07:15:00,2015,1,5,1.55
7855756,2015-01-05 07:30:00,2015,1,5,1.74
7855756,2015-01-05 07:45:00,2015,1,5,1.04
7855756,2015-01-05 08:00:00,2015,1,5,0.03
7855756,2015-01-05 08:15:00,2015,1,5,0.03
7855756,2015-01-05 08:30:00,2015,1,5,0.03
7855756,2015-01-05 08:45:00,2015,1,5,0.6
7855756,2015-01-05 09:00:00,2015,1,5,0.92
7855756,2015-01-05 09:15:00,2015,1,5,0.14
7855756,2015-01-05 09:30:00,2015,1,5,0.5
7855756,2015-01-05 09:45:00,2015,1,5,1.47
7855756,2015-01-05 10:00:00,2015,1,5,1.38
7855756,2015-01-05 10:15:00,2015,1,5,0.13
7855756,2015-01-05 10:30:00,2015,1,5,0.03
7855756,2015-01-05 10:45:00,2015,1,5,0.03
7855756,2015-01-05 11:00:00,2015,1,5,0.42
7855756,2015-01-05 11:15:00,2015,1,5,0.96
7855756,2015-01-05 11:30:00,2015,1,5,0.31
7855756,2015-01-05 11:45:00,2015,1,5,0.14
7855756,2015-01-05 12:00:00,2015,1,5,0.36
7855756,2015-01-05 12:15:00,2015,1,5,0.08
7855756,2015-01-05 12:30:00,2015,1,5,1.36
7855756,2015-01-05 12:45:00,2015,1,5,0.8
7855756,2015-01-05 13:00:00,2015,1,5,0.03
7855756,2015-01-05 13:15:00,2015,1,5,0.03
7855756,2015-01-05 13:30:00,2015,1,5,0.03
7855756,2015-01-05 13:45:00,2015,1,5,0.13
7855756,2015-01-05 14:00:00,2015,1,5,0.4
7855756,2015-01-05 14:15:00,2015,1,5,0.03
7855756,2015-01-05 14:30:00,2015,1,5,0.39
7855756,2015-01-05 14:45:00,2015,1,5,0.03
7855756,2015-01-05 15:00:00,2015,1,5,0.41
7855756,2015-01-05 15:15:00,2015,1,5,0.12
7855756,2015-01-05 15:30:00,2015,1,5,0.24
7855756,2015-01-05 15:45:00,2015,1,5,0.29
7855756,2015-01-05 16:00:00,2015,1,5,0.13
7855756,2015-01-05 16:15:00,2015,1,5,0.32
7855756,2015-01-05 16:30:00,2015,1,5,0.09
7855756,2015-01-05 16:45:00,2015,1,5,0.85
7855756,2015-01-05 17:00:00,2015,1,5,0.48
7855756,2015-01-05 17:15:00,2015,1,5,0.04
7855756,2015-01-05 17:30:00,2015,1,5,0.03
7855756,2015-01-05 17:45:00,2015,1,5,0.03
7855756,2015-01-05 18:00:00,2015,1,5,0.03
7855756,2015-01-05 18:15:00,2015,1,5,0.03
7855756,2015-01-05 18:30:00,2015,1,5,0.03
7855756,2015-01-05 18:45:00,2015,1,5,0.03
7855756,2015-01-05 19:00:00,2015,1,5,0.03
7855756,2015-01-05 19:15:00,2015,1,5,1.93
7855756,2015-01-05 19:30:00,2015,1,5,1.19
7855756,2015-01-05 19:45:00,2015,1,5,0.26
7855756,2015-01-05 20:00:00,2015,1,5,0.03
7855756,2015-01-05 20:15:00,2015,1,5,0.03
7855756,2015-01-05 20:30:00,2015,1,5,0.45
7855756,2015-01-05 20:45:00,2015,1,5,0.09
7855756,2015-01-05 21:00:00,2015,1,5,0.81
7855756,2015-01-05 21:15:00,2015,1,5,1.47
7855756,2015-01-05 21:30:00,2015,1,5,0.46
7855756,2015-01-05 21:45:00,2015,1,5,0.03
7855756,2015-01-05 22:00:00,2015,1,5,0.03
7855756,2015-01-05 22:15:00,2015,1,5,0.03
7855756,2015-01-05 22:30:00,2015,1,5,0.04
7855756,2015-01-05 22:45:00,2015,1,5,0.03
7855756,2015-01-05 23:00:00,2015,1,5,0.03
7855756,2015-01-05 23:15:00,2015,1,5,1.16
7855756,2015-01-05 23:30:00,2015,1,5,1.49
7855756,2015-01-05 23:45:00,2015,1,5,0.22
7855756,2015-01-06 00:00:00,2015,1,6,0.03
7855756,2015-01-06 00:15:00,2015,1,6,0.03
7855756,2015-01-06 00:30:00,2015,1,6,0.04
7855756,2015-01-06 00:45:00,2015,1,6,0.46
7855756,2015-01-06 01:00:00,2015,1,6,0.06
7855756,2015-01-06 01:15:00,2015,1,6,0.49
7855756,2015-01-06 01:30:00,2015,1,6,0.81
7855756,2015-01-06 01:45:00,2015,1,6,0.03
7855756,2015-01-06 02:00:00,2015,1,6,0.4
7855756,2015-01-06 02:15:00,2015,1,6,0.99
7855756,2015-01-06 02:30:00,2015,1,6,0.22
7855756,2015-01-06 02:45:00,2015,1,6,0.19
7855756,2015-01-06 03:00:00,2015,1,6,0.29
7855756,2015-01-06 03:15:00,2015,1,6,0.18
7855756,2015-01-06 03:30:00,2015,1,6,0.72
7855756,2015-01-06 03:45:00,2015,1,6,0.03
7855756,2015-01-06 04:00:00,2015,1,6,0.03
7855756,2015-01-06 04:15:00,2015,1,6,0.03
7855756,2015-01-06 04:30:00,2015,1,6,0.42
